Project Id;Promotor;Project Name;Description;Investment ID;Name;From;To;Elements Type;Technology Type;Voltage Level;Expected Commissioning Year;Status;Tso In Charge From;Tso In Charge To;country 1;country 2;country 3
235;"TenneT-DE; TransnetBW";HVDC Brunsbüttel/Wilster to Großgartach/Grafenrheinfeld;"4 GW HVDC connection from Northern Germany (areas of Brunsbüttel/Wilster) to Bavaria / Baden-Württemberg (areas of
Großgartach/Grafenrheinfeld).North Germany is characterised by a high amount of RES, the feed-in exceeds the local
load and therefore there is a high demand for transfer to the load centres in southern parts of Germany. With the further
installation of additional renewable energy, the relevance of this projects increases";664;HVDC Line C;"""Brunsbüttel, Wilster""";"""Großgartach, Grafenrheinfeld""";Underground Cable;DC;520;2025;In Permitting;TenneT-DE;TransnetBW;Germany;;
236;ELIA;Internal Belgian Backbone West: HTLS upgrade Horta-Mercator;Project consists of replacing the conductors of the ~50km double circuit 380 kV overhead line between the substations of Horta and Mercator with high performance conductors, hereby doubling the transport capacity of the Horta-Mercator corridor.;608;HTLS upgrade Horta-Mercator;Horta (BE);Mercator (BE);Overhead Line;AC;380;31/12/2019;Under Construction;ELIA;ELIA;Belgium;;
239;"Fingrid;Svenska Kraftnät";Fenno-Skan 1 renewal;Replacement of the existing 400 kV HVDC cable interconnection between Finland and Sweden. Fennoskan 1 will be decomissioned at the same time with this project being commisioned, which reduces capacity between FI and SE3 by 400 MW while increasing SE2-FI by 800 MW.;1241;Fenno-Skan 1 renewal;Hjalta (SE2);Tuovila (FI);Subsea Cable;DC;300;2029;Under Consideration;SVK;FINGRID;Finland;Sweden;
240;50Hertz Transmission;380-kV-grid enhancement between Area Güstrow and Wolmirstedt;380-kV-grid enhancement between Area Güstrow and Wolmirstedt;1460;AC Enhancement Güstrow-Wolmirstedt;Güstrow (DE);Wolmirstedt (DE);Overhead Line;AC;380;2021;In Permitting;50Hertz;50Hertz;Germany;;
241;"HOPS;NOS BiH";Upgrading of existing 220 kV lines between HR and BA to 400 kV lines;"Upgrading of existing  220 kV lines between SS Dakovo (HR) and SS Tuzla/Gradacac (BA) to 400 kV lines.
The project 241, has been proposed assessed in the TYNDP 2016, based on the results of common planning studies performed in the CSE Region during preparation of Regional investment plan 2015. The project assumes upgrade of existing 220 kV lines between SS Đakovo (HR) and SS Tuzla (BH) and SS Gradačac (BH) to 400 kV, with additional internal new double 400 kV line connecting SS Đakovo to existing 400 kV line Žerjavinec - Ernestinovo. This project is under consideration and there is a need for pre-feasibility study.";1276;Upgrading of existing  220 kV line between SS Dakovo (HR) and TPP Tuzla (BA) to 400 kV line;Dakovo;Tuzla;Overhead Line;AC;400;31/12/2032;Under Consideration;HOPS;NOS BIH;Croatia;Bosnia & Herzegovina;
;;#REF!;#REF!;1277;Upgrading of existing  220 kV line between SS Dakovo (HR) and Gradacac (BA) to 400 kV line;Dakovo;Gradacac;Overhead Line;AC;400;31/12/2032;Under Consideration;HOPS;NOS BIH;Croatia;Bosnia & Herzegovina;
;;#REF!;#REF!;1278;Upgrading existing 220 kV SS Dakovo to 400 kV;Dakovo;Dakovo;Substation;AC;400;31/12/2032;Under Consideration;HOPS;HOPS;Croatia;Bosnia & Herzegovina;
;;#REF!;#REF!;1279;New double 400 kV line between SS Dakovo and location Razbojiste;Dakovo;Razbojiste;Overhead Line;AC;400;31/12/2032;Under Consideration;HOPS;HOPS;Croatia;Bosnia & Herzegovina;
;;#REF!;#REF!;1530;Upgrading of existing  220 kV line between SS Gradacac (BA) and TPP Tuzla (BA) to 400 kV line;SS Gradacac (BA);TPP Tuzla (BA);Overhead Line;AC;400;2032;Under Consideration;NOS BIH;NOS BIH;Bosnia & Herzegovina;;
;;#REF!;#REF!;1531;Upgrading existing 220 kV SS Gradacac (BA) to 400 kV;SS Gradacac (BA);SS Gradacac (BA);Substation;AC;400;2032;Under Consideration;NOS BIH;NOS BIH;Bosnia & Herzegovina;;
242;50Hertz Transmission;Offshore Wind Baltic Sea (I);AC grid connections connecting Offshore Wind Farms in Cluster 1 of the Baltic Sea (see German Offshore Grid Development Plan). Cluster 1 is located north east of Ruegen in the German Exclusive Economic Zone.;194;Offshore Connection Cluster 1;OWF Cluster Baltic Sea East (DE);Lubmin (DE);Subsea Cable;AC;220;2019;Under Construction;50Hertz;50Hertz;Germany;;
243;EMS, HOPS;New 400 kV interconnection line between Serbia and Croatia;Construction of new 400 kV interconnection line Sombor (RS) - Ernestinovo (HR);1269;New 400 kV overhead line Sombor (RS) - Ernestinovo (HR);Ernestinovo;Sombor;Overhead Line;AC;400;01/01/2035;Under Consideration;HOPS;EMS;Croatia;Serbia;
244;"Amprion;Rte";Vigy - Uchtelfangen area;An upgrade of the existing over headline between the substations Ensdorf, Uchtelfangen and Vigy is planned to increase the thermal cross-border capacity. For this reinforcement the options are either the implementation of High Temperature Low Sag (HTLS) conductors or a reconstruction of the tie-line in the existing route. To allow an optimal use of the capacity increase the installation of phase shifter transformers (PSTs) is necessary. For these measures the substations have to be adjusted accordingly.;1245;Vigy - Uchtelfangen (or beyond);Vigy (FR);Uchtelfangen (DE);Overhead Line;AC;400;2027;Planned But Not Yet Permitting;Rte;Amprion;France;Germany;
;;#REF!;#REF!;1514;Power flow control between Vigy - Uchtelfangen;Vigy (FR);Uchtelfangen (DE);Phase Shift Transformer;AC;400;2027;Planned But Not Yet Permitting;Rte;Amprion;France;Germany;
245;"TENNET-NL;TENNET-DE";Upgrade Meeden - Diele;Increase of the interconnection capacity between The Netherlands and Germany by adding one new phase shifting transformer and apply dynamic line rating on the existing 380 kV double circuit tie line between Meeden and Diele.;1246;Upgrade Meeden - Diele;Meeden [NL];Diele [DE];Overhead Line;AC;380;2019;Under Construction;TENNET-NL;TENNET-DE;Netherlands;Germany;
247;Aquind Limited;AQUIND Interconnector;"AQUIND Interconnector is a proposed High Voltage Direct Current (HVDC) subsea and underground electric power transmission link between the South of England and Normandy in France with a net nominal power capacity of 2 GW. The Proposed Development shall consist of two independent 1000 MW interconnector links.

• The 320 kV DC subsea cable route will be between 170 km to 190 km in length, spanning between the two landfall sites at Eastney (UK) and near Dieppe (France). 
• The British 320 kV DC terrestrial cables will be approximately 20 km long.
• The French 320 kV DC terrestrial cables will be approximately 40 km long.
• The 400 kV AC cable routes are not anticipated to exceed 2 km in UK.
• The 400 kV AC cable routes are not anticipated to exceed 2 km in France. 

The main investment items are listed above, additional items will include the procurement of spare parts for the cables and converter stations.";1381;AQUIND Interconnector;Lovedean (GB);Barnabos (FR);Subsea Cable;DC;320;2022;In Permitting;National Grid plc;Réseau de transport d'électricité;France;Great Britain;
248;50Hertz Transmission;Offshore Wind Baltic Sea (II);"AC and DC grid connections connecting Offshore Wind Farms in
Cluster 1, 2, 4 and 6 of the Baltic Sea (see German Offshore Grid
Development Plan)";1248;AC Offshore Connection Cluster 1, 2,4;OWF Cluster Baltic Sea (DE);Lubmin (DE);Subsea Cable;AC;220;2022;In Permitting;50Hertz;50Hertz;Germany;Germany;
;;#REF!;#REF!;1613;DC Offshore Connection Cluster 1, 2, 4;OWF Cluster Baltic Sea (DE);Siedenbrünzow/Alt Telin/Bartow (DE);Subsea Cable;DC;320;2027;Planned But Not Yet Permitting;50Hertz;50Hertz;Germany;Germany;
;;#REF!;#REF!;1627;Offshore Connection Cluster 6;OWF Cluster Baltic Sea (DE);Sanitz/Dettmannsdorf;Subsea Cable;AC;220;2029;Planned But Not Yet Permitting;50Hertz;50Hertz;Germany;Germany;
250;Mera srl (a 100% subsidiary of Repower AG);"""Merchant line """"Castasegna (CH) - Mese (IT)""""""";The planned Transmission project is a merchant line on the swiss-italian border between Castasegna (CH) and Mese (IT). The planned Cable connection in 220 kV AC has a length of around 14 km, 13.5 of witch in Italy. In connection with the realisation of the project a Ra-tionalisation of the 380 and 132 kV Grid in the region Mese (Provincia di Sondrio) is planned. The expected NTC increase is around 200-250 MW.;1384;"""Merchant line """"Castasegna (CH) - Mese (IT)""""""";Castasegna;Mese;Underground Cable;AC;220;2021;In Permitting;swissgrid;Terna;Italy;Switzerland;
251;TenneT-DE;Audorf-Dollern;"New 380-kV-line Audorf – Hamburg/Nord – Dollern” in existing 220-kV-corridor. Main focus of the project is the integration
of onshore-RES – mainly wind – in Schleswig-Holstein. The project is labeled as PCI 1.4.2. and 1.4.3. It is the
southbound connection of PCI 1.4.1. and is necessary to increase the GTC between Dänemark/West and Germany by
720/1000 MW.";147;Dollern - Hamburg/Nord;Dollern (DE);Hamburg/Nord (DE);Overhead Line;AC;380;2018;Under Construction;TenneT-DE;TenneT-DE;Germany;;
;;#REF!;#REF!;148;Audorf - Hamburg/Nord;Audorf (DE);Hamburg/Nord (DE);Overhead Line;AC;380;2017;Under Construction;TenneT-DE;TenneT-DE;Germany;;
252;ELIA;Internal Belgian Backbone Center-East: HTLS upgrade Massenhoven-VanEyck-Gramme-Courcelles-Bruegel-Mercator;"This project structurally strenghtens the central & eastern part of the internal Belgian backbone. The current conductors on the 380kV ring Massenhoven-VanEyck-Gramme-Courcelles-Bruegel-Mercator will be replaced by HTLS conductors, doubling the capacity.

The implementation starts with the upgrade of the Massenhoven-VanEyck section by 2024 as this is the weakest link only having 1 conductor at the moment. It then follows a phased approach running up to 2035. Phasing is subject to optimalisation in function of outage constraints (operational secutiry) and the evolution of the production park.";1050;HTLS upgrade VanEyck-Gramme;Van Eyck;Gramme;Overhead Line;AC;380;31/12/2029;Under Consideration;ELIA;ELIA;Belgium;;
;;#REF!;#REF!;1456;Massenhoven - Van Eyck: HTLS upgrade;Massenhoven (BE);Van Eyck (BE);Overhead Line;AC;380;31/12/2024;Under Consideration;ELIA;ELIA;Belgium;;
;;#REF!;#REF!;1515;Gramme - Courcelles: HTLS upgrade;Gramme;Courcelles;Overhead Line;AC;380;2033;Under Consideration;ELIA;ELIA;Belgium;;
;;#REF!;#REF!;1516;Bruegel - Courcelles: HTLS upgrade;Bruegel;Courcelles;Overhead Line;AC;380;2035;Under Consideration;ELIA;ELIA;Belgium;;
;;#REF!;#REF!;1517;Mercator - Bruegel: HTLS upgrade;Mercator;Bruegel;Overhead Line;AC;380;2025;Under Consideration;ELIA;ELIA;Belgium;;
253;RTE;Upstream reinforcement in France to increase FR-CH capacity;"The project consists in attracting the flows to the interconnection south of Lake Geneva in order to alleviate the congestion on the link west to Lake Geneva. It is necessary before implementing Project 199  """"Lake Geneva South"""" project. This project is coupled with the ""PST Foretaille"" project and will be implemented right after the implementation of PST in Foretaille.";1224;Uprate of Creys-St Vulbas;Creys(FR);Saint Vulbas (FR);Overhead Line;AC;400;2031;Under Consideration;RTE;RTE;France;Switzerland;
;;#REF!;#REF!;1225;PST in Cornier;Cornier (FR);Cornier (FR);Phase Shift Transformer;AC;400;2031;Under Consideration;RTE;RTE;France;Switzerland;
254;"Amprion;TransnetBW";Ultranet;The Ultranet project consists of a 2 GW HVDC-connection from the Region of Osterath (Rhineland) to the Region of Philippsburg (Baden-Württemberg). It's a pilot project with DC circuits on the same pylons as AC lines and will therefore deliver profund knowledge.;660;HVDC Line A South - Ultranet;Osterath (DE);Philippsburg (DE);Overhead Line;DC;400;01/01/2021;In Permitting;Amprion;TransnetBW;Germany;;
255;REE;Connection Navarra-Basque Country ;New AC OHL 400kV  double circuit Ichaso-Castejón/Muruarte 400kV (one circuit Castejon-Ichaso, second circuit Muruarte-Ichaso). This projects allows to solve today and future congestions associated to RES integration. In addition it allows the future connection of the cross border project 276.;1251;New line 400 kV Muruarte-Ichaso;Muruarte;Ichaso;Overhead Line;AC;400;2023;In Permitting;REE;REE;Spain;;
;;#REF!;;1455;New line 400 kV Castejon-Ichaso;Castejon;Ichaso;Overhead Line;AC;400;2023;In Permitting;REE;REE;Spain;;
256;"Amprion;TENNET-NL";Study to upgrade interconnection DE-NL;Market analysis revealed the need for additional cross-border capacity between Germany and The Netherlands. Therefore, a bilateral study is started to investigate options for a further increase in addition to existing and planned interconnections.;1252;Long term upgrade interconnection DE-NL;to be defined (DE);to be defined (NL);Overhead Line;AC;380;2040;Under Consideration;Amprion;TENNET-NL;Germany;;
;;#REF!;#REF!;1529;Upgrade interconnection DE-NL;tbd;tbd;Phase Shift Transformer;AC;380;2035;Under Consideration;Amprion;TENNET-NL;Germany;;
258;TenneT-DE;Westcoast line;"New 380-kV-line Brunsbüttel – Niebül inside Schleswig – Holstein. Main focus of the project is the integration of onshoreRES
– mainly wind – in Western Schleswig-Holstein. The project is labeled as PCI 1.3.2. It is the southbound connection
of PCI 1.3.1. and is necessary to increase the GTC between Dänemark/West and Germany by 500 MW.";667;Brunsbttel - Klixbüll;Brunsbüttel (DE);Klixbüll (DE);Overhead Line;AC;380;2019;In Permitting;TenneT-DE;TenneT-DE;Germany;;
259;MAVIR,Transelectrica;HU-RO;"400 kV OHL between Hungary and Romania. In Romania, the following internal investments are necessary associated to this project:
-new 400/220 kV transformer in substation Rosiori
-reconductoring 220 kV OH line Urechesti-Tg. Jiu-Paroseni- Baru Mare-Hasdat
-new 400/220 kV transformer in substation Resita";1205;HU-RO;Józsa;Oradea;Overhead Line;AC;400;>2030;Under Consideration;MAVIR;Transelectrica;Hungary;romania;
260;"NGIHL;TENNET-NL";New Great Britain - Netherlands interconnection;This project considers the possibility of a second 1- 2GW interconnector between GB and the Netherlands. The project will also consider UK / NL offshore wind connection optionality.;1255;Interconnector GB-NL;TBD;TBD;Subsea Cable;DC;0;2030;Under Consideration;National Grid;TENNET-NL;Great Britain;Netherlands;
262;"ELIA; TENNET-NL";Belgium-Netherlands: Zandvliet-Rilland;"Bilateral study has assessed multiple reinforcement options. The study concluded that an upgrade of the existing corridor Zandvliet-Rilland via the installation of two additional PSTs in Zandvliet and the upgrade of Zandvliet-Rilland line to high capacity conductors is the most appropriate solution.

The constuction of the substation Rilland is part of TenneT's project ""Zuid-West 380"", id XXX.";1257;Belgium-Netherlands: Zandvliet-Rilland;Zandvliet (BE);Rilland (NL);Overhead Line;AC;380;2022;Planned But Not Yet Permitting;ELIA;TENNET-NL;Belgium;Netherlands;
263;Swissgrid, VUEN;Lake Constance East;This project increases the capacity between CH and its neighbours DE and AT. This enables to connect large renewable generation in Northern Europe to consumers and pump storage devices in the Alps, thus noticeably increasing the mutual balancing between both regions.;1258;Rüthi - Bonaduz/Mettlen;Rüthi;Mettlen & Bonaduz;Overhead Line;AC;380;2035;Under Consideration;Swissgrid;Swissgrid;Switzerland;austria;germany
;;#REF!;#REF!;1583;Vorarlberg;Rüthi;Border area (DE-AT);Overhead Line;AC;380;2035;Under Consideration;Swissgrid;VUEN;Switzerland;austria;germany
264;Swissgrid;Swiss Roof I;This project increases the capacity between CH and its neighbours DE and AT. This enables to connect large renewable generation in Northern Europe to pump storage devices in the Alps, thus noticeably increasing the mutual balancing between both regions.;1259;Beznau - Mettlen;Beznau;Mettlen;Overhead Line;AC;380;2025;In Permitting;Swissgrid;Swissgrid;Switzerland;Germany;Austria
;;#REF!;#REF!;1284;Pradella - La Punt;Pradella;La Punt;Overhead Line;AC;380;2021;Under Construction;Swissgrid;Swissgrid;Switzerland;Germany;Austria
;;#REF!;#REF!;1287;Bassecourt - Mühleberg;Bassecourt;Mühleberg;Overhead Line;AC;380;2025;In Permitting;Swissgrid;Swissgrid;Switzerland;Germany;Austria
;;#REF!;#REF!;1288;Mettlen - Ulrichen;Mettlen;Ulrichen;Overhead Line;AC;380;2030;In Permitting;Swissgrid;Swissgrid;Switzerland;Germany;Austria
265;Swissgrid;Tessin;reinforcement of the infrastructure in canton Tessin;1290;Magadino - Ulrichen;Magadino;Ulrichen;Overhead Line;AC;220;2035;Planned But Not Yet Permitting;Swissgrid;Swissgrid;Switzerland;Switzerland;
266;Swissgrid;Swiss Ellipse I;The project helps accommodate new pump storage units which mainly support the increasing RES generation in the European areas with solar and wind generation.;1261;Bickigen - Chippis - Chamoson;Bickigen;Chamoson;Overhead Line;AC;380;2021;In Permitting;Swissgrid;Swissgrid;Switzerland;Switzerland;
;;#REF!;#REF!;1285;Magadino;Magadino;Magadino;Overhead Line;AC;380;2024;Planned But Not Yet Permitting;Swissgrid;Swissgrid;Switzerland;Switzerland;
;;#REF!;#REF!;1286;Chippis - Lavorgo;Chippis;Lavorgo;Overhead Line;AC;380;2024;In Permitting;Swissgrid;Swissgrid;Switzerland;Switzerland;
267;50Hertz Transmission, Svenska Kraftnät (SvK);Hansa PowerBridge II;Possible second HVDC cable interconnector between southern Sweden (Bidding area SE4) and Germany (50Hertz). This project candidate is driven by market based target capacities found in the Common Planning Studies by Regional Group Baltic Sea.;1262;Hansa PowerBridge II;Hurva (SE4);Guestrow (DE);Subsea Cable;DC;300;2030;Under Consideration;Svenska Kraftnat;50Hertz;Sweden;Germany;
269;REE;Uprate the western 220kV Sevilla Ring;;1228;Uprate D.Rodrigo-Aljarafe;D.Rodrigo;Aljarafe;Overhead Line;AC;220;2019;Under Construction;REE;REE;Spain;;
;;#REF!;;1229;Uprate Aljarafe-Santiponce;Aljarafe;Santiponce;Overhead Line;AC;220;2019;In Permitting;REE;REE;Spain;;
270;"REE;RTE";FR-ES project -Aragón-Atlantic Pyrenees;This project consist of a new HVDC interconnection between France and Spain located in the Central part of the Pyrenees between Aragón region (Spain) and Marsillón (France). Internal AC reinforcements in Spain complement the cross border section, in order to connect the new converter station to the existing network. This project was included in the 2015 and 2017 PCI list (PCI 2.27.1);1211;HVDC Aragon region -Marsillon;Aragon region;Marsillon;Underground Cable;DC;320;01/01/2026;Planned But Not Yet Permitting;REE;RTE;Spain;France;
;;#REF!;;1212;New axis Ejea-Aragon region 400 kV;Ejea de los Caballeros;Aragon region;Overhead Line;AC;400;01/01/2026;Planned But Not Yet Permitting;REE;REE;Spain;France;
;;#REF!;;1214;Ejea de los Caballeros subestation ;Ejea de los Caballeros;Ejea de los Caballeros;Substation;AC;400;01/01/2025;Planned But Not Yet Permitting;REE;REE;Spain;France;
;;#REF!;;1215;Aragon region subestation;Aragon region;Aragon region;Substation;AC;400;01/01/2025;Planned But Not Yet Permitting;REE;REE;Spain;France;
271;EirGrid, Elia System Operator, Energinet.dk, Creos Luxembourg, National Grid, RTE,TenneT TSO GmbH, SONI, Statnett, TenneT TSO B.V.;"""Northern Seas Offshore Grid infrastructure"" - a Long Term Conceptual Project";"A list of individual projects of the TYNDP projects will develop into a global scheme for Offshore Grid Infrastructure in the Northern Seas. 
The individual projects will be described one by one on individual project sheets.";1264;Investments to be created;0;0;Overhead Line;DC;0;0;Under Consideration;0;0;;;
276;"REE;RTE";FR-ES project -Navarra-Landes; This Project consist of a new HVDC interconnection between France and Spain in the Western part of the Pyrenees between Pamplona area  (Spain) and Cantegrit (France). The project is considered as a HVDC project of 2x1000 MW. Internal reinforcements complement the cross border section. This project was included in the 2015 and 2017 PCI list (PCI 2.27.2);1206;HVDC Pamplona area  -Cantegrit  ;Pamplona area;Cantegrit;Underground Cable;DC;320;01/12/2026;Planned But Not Yet Permitting;REE;RTE;Spain;France;
;;#REF!;;1207;Upgrade Cantegrit-Saucats;Cantegrit;Saucats;Overhead Line;AC;400;2026;Planned But Not Yet Permitting;RTE;RTE;Spain;France;
;;#REF!;;1208;Upgrade Cantegrit-Marsillon ;Cantegrit;Marsillon;Overhead Line;AC;400;2026;Planned But Not Yet Permitting;RTE;RTE;Spain;France;
;;#REF!;;1210;New substation Pamplona area;Pamplona area;Pamplona area;Substation;AC;400;01/01/2026;Planned But Not Yet Permitting;REE;REE;Spain;France;
280;"ELIA; RTE";FR-BE III: study Lonny-Achene-Gramme;"The project aims at sustaining further market integration within the long-term perspective of the energy transition and subsequent need to develop interconnection capacity on the French-Belgium border whilst alleviating Lonny-Achene-Gramme as bottleneck.

The reinforcement strategy consists of maximizing the potential of the 400kV interconnector Lonny-Achene-Gramme (1 circuit) through the use of cost-efficient technologies such as PSTs and HTLS as well as the possibility to rebuild Lonny-Achene-Gramme as a 2-circuit solution. The bilateral study will determine the appropriate implementation option and phasing of this implementation (for example: first install a PST, then upgrade the line capacity), taking into account 1) the interaction between the 400kV interconnectors Avelin-Avelgem-Horta & Lonny-Achene-Gramme in optimizing interconnection capacity  2) the required time to implement the solution  3) that by 2025 Lonny-Achene-Gramme is a structural bottleneck due to the planned nuclear phase out in Belgium";1008;Study Lonny-Achene-Gramme;Lonny (FR);Gramme (BE);Phase Shift Transformer;AC;400;2025-2030;Under Consideration;RTE;ELIA;France;Belgium;
283;TuNur Limited;TuNur;"TuNur is aimed to connect to the European network a Concentrated Solar Power plant with storage to be located in Rejim Maatoug, Kebili, Tunisia, with an overall capacity exceeding 2000 MW. The connection point to the ENTSO-E network is located in Montalto di Castro, North of Rome, Italy. 
The transmission project will comprise:
+/- 500 kV DC DC overhead line in Tunisia from the power plant to the shoring point, submarine cables from the Tunisian Northern coast to Montalto di Castro, 
VSC HVDC converter stations at both terminal points, short 400 kV AC cables from the HVDC converter in Montalto to Terna 400 kV station. 
No sea electrode is forecast.";1378;TuNur DC;Rejim Maatoug (TN) VSC HVDC - 400 kV AC +/- 500 kV DC – 2x 1GW;Montalto di Castro (IT) VSC HVDC - 400 kV AC +/- 500 kV DC – 2x 1GW;Subsea Cable;DC;500;2025;In Permitting;TuNur Limited;TuNur Limited;Tunisia;Italy;
;;#REF!;#REF!;1430;TuNur AC;Montalto di Castro (IT) VSC HVDC - 400 kV AC +/- 500 kV DC – 2x 1GW;Montalto di Castro (IT) Terna station 400 kV AC;Underground Cable;AC;400;2025;In Permitting;TuNur Limited;Terna;Tunisia;Italy;
284;GreenPower 2020;LEG1;"LEG1 is a Subsea HVDC Interconnection cable project of minimum 2 000 MW allowing for an electricity exchange between Europe and the South-Eastern Mediterranean Countries. The bidirectional interconnector will link Libya (Tobruk) to Greece (Linoperamata, Crete).

LEG1 also comprises the development and operation of a solar power generation plant in Tobrouk. The pilot plant, currently sized at 150 MW, will identify the optimal technological combination to be implemented in the two (2) full-scale power generation plant, 1 000 MW each.
Both landing points have been discussed and agreed with GECOL (General Electricity Company of Libya) and ADMIE (Hellenic TSO).

LEG1 is currently being evaluated by both Hellenic and Bulgarian authorities to envisage a clustering with an existing Greece-Bulgaria interconnection project.

GreenPower2020 and ADMIE are coordinating their efforts to allow for simultaneous commissioning of LEG1 and of the HVDC Crete to Greece mainland interconnector.";1619;LEG1;Tobrouk (Libya);Linoperamata (Greece, Crete);Subsea Cable;DC;400;2021;Planned But Not Yet Permitting;GECOL;ADMIE;Libya;Greece;
285;iCON Infrastructure LLP;GridLink;"UK (KIngsnorth sub-station) - France (Warande sub-station) 1.4 GW HVDC (VSC) electricity interconnector

Connection points (substations name): Kingsnorth (UK) to Warande (France)
Type of conductor: copper/aluminium (stranded or keystone, Mass Impregnated or Cross-Linked Polyethylene)
Type of converters (VSC/LCC): Voltage Source Converter (VSC)
Nominal voltage: ±525 kV
Capacity: 1,400 MW
km to each border if the infrastructure is a tie-line: Not applicable (cable length is 160 km from sub-station to sub-station, comprising 112 km in UK territory and 48 km in French territory)
Thermal limit (Imax): 1330 A
Mvar capability range at terminals: 460 MVAr
Bus-bar to bus-bar losses profile over MW range: 2.5% (33 MW) full load; 0% (0 MW) at zero load
Expected yearly unavailability, differentiating between planned and forced outages, and the maximum single failure according to the design: 2% planned outages (98% availability); 0% forced outages; maximum single failure according to the design: 1400MW
In case of projects other than in the “under consideration” phase the list and features of the internal reinforcements required to connect the project in the transmission network based on the affected TSO analysis: None 
Main environmental impact: operational reduction of 1.6m tCO2 emissions per year from transmission of renewable and nuclear power; construction environmental effects during subsea cable installation";1383;GridLink;Kingsnorth (UK);"""Warande (Gravelines, France)""";Subsea Cable;DC;0;2022;Planned But Not Yet Permitting;National Grid;RTE;United Kingdom;France;
286;Element Power;Greenlink;"""An interconnector link between Ireland and Wales.
Using subsea and onshore underground cables.
Connecting EirGrid and National Grid networks / systems.
Utilising high voltage direct current subsea and onshore cable. """;1385;Greenlink;Great Island;Pembroke;Subsea Cable;DC;320;2023;Planned But Not Yet Permitting;National Grid;EirGrid;Ireland;United Kingdom;
;;#REF!;#REF!;1637;New investment;;;;;;;;Eirgrid;National Grid;Ireland;GB;
293;Kykladika Meltemia SA;Southern Aegean Interconnector;"The project refers to the construction of a submarine DC transmission link to connect the licensed RES plants at the South Aegean Sea to mainland Greece and the islands of Crete, Kos and the Dodecanese. The main link will be an HVDC link connecting the island of Levitha to both the metropolitan area of Athens and the island of Crete; the 400kV substation at Lavrion area will
be the connection point in the Athens area and Korakia will be the connection point in Crete (located in the north coast).
Both links will consist of two parallel cables in order to increase the reliability of each link; two converter stations are
foreseen in Levitha and relevant converter stations in Lavrion and Korakia. Illustrative routing of the links is shown in the
attached Entso-e map. The capacity of each link will be 600 to 800MW both directions using HVDC (High Voltage Direct Current) technology. VSA conversion technology in conjunction with plastic (XLPE) cables will be used.
The licensed  RES projects consist of wind and solar power plants located on 23 small uninhabited islands. The link will be
used for transmitting electricity from the RES plants mentioned above to the mainland and the island of Crete. More
specifically, the power produced in each island will be transferred to the island of Levitha where the main conversion
station will be built acting as a hub.
These connections (with the other islands) will be AC submarine cables (150 kV or 220 kV). 

The connection to Crete gives further possibilities for power transmission to Cyprus and further to Israel through the
""EuroAsia Interconnector"" (already accepted as a PCI by the E.C.). It is also possible to further extend this link to the main
islands of the Dodecanese complex (namely Kos, Leros, Kalymnos, Nisyros, Tilos) in order to allow the supply of these
islands and at the same time the supply of a  complex of other smaller islands already connected to the main ones. This is
a short link (10km to 15km long) and more likely it will be an AC one.

All the installations on  the islands (converter  stations, substations etc) will be of closed type using GIS technology.
The project increases the transfer capacity between Mainland Greece and Crete-Kos Islands and further on to Cyprus
(through EuroAsia Interconnector). The project will provide the system with 1.9 TWh/year wind energy.
o	 List of studies carried out so far for the project;
	1. Wind measurements (completed)
	2. Wind potential evaluation on the islands (completed)
	3. Digital representation of each island terrain/relief  (completed)
	4. Orthophoto/Photomapping (completed)
	5. Topographic drawings (completed)
	6. Road Works preliminary design (completed)
	7. Ports preliminary design (completed)
	8. Desktop study of the cable route between Lavrio and Levitha  (completed)
	9. Desktop study of the cable route between Levitha and Crete (ongoing)
	10. Single Line electrical drawings (competed) 
	11. Preliminary layout of underground cables. (completed)
	12. Enviromental impact assessment (completed)";1431;Southern Aegean Interconnector;LAVRIO;LEVITHA;Subsea Cable;DC;320;2024;In Permitting;yes;no;Greece;Cyprus;
